SEASON_YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GAME_ID,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,AST,TOV,PF,PTS,PLUS_MINUS,NBA_FANTASY_PTS,MIN_RANK,GAME_DATE,HOME
2022-23,1628392,Isaiah Hartenstein,NYK,0022201124,HOU,W,24.111666666666668,3,3,1.0,0,0,0.0,2,3,0.667,3,3,6,1,4,8,32,29.2,3638,2023-03-27T00:00:00,1
2022-23,1631105,Jalen Duren,DET,0022201122,MIL,L,27.666666666666668,8,11,0.727,0,0,0.0,2,4,0.5,6,4,3,1,4,18,9,36.5,2796,2023-03-27T00:00:00,1
2022-23,1630193,Immanuel Quickley,NYK,0022201124,HOU,W,30.316666666666666,14,18,0.778,5,7,0.714,7,9,0.778,0,2,9,1,3,40,18,60.9,2157,2023-03-27T00:00:00,1
2022-23,1626174,Christian Wood,DAL,0022201123,IND,W,12.266666666666667,3,6,0.5,0,1,0.0,0,0,0.0,0,1,2,0,0,6,9,13.2,5915,2023-03-27T00:00:00,0
2022-23,201580,JaVale McGee,DAL,0022201123,IND,W,13.283333333333333,4,5,0.8,0,0,0.0,2,3,0.667,0,2,0,2,3,10,13,16.4,5766,2023-03-27T00:00:00,0
2022-23,203083,Andre Drummond,CHI,0022201129,LAC,L,14.116666666666667,4,6,0.667,0,0,0.0,3,6,0.5,3,5,0,1,0,11,-1,25.6,5643,2023-03-27T00:00:00,0
2022-23,1630538,Bones Hyland,LAC,0022201129,CHI,W,23.766666666666666,5,11,0.455,2,7,0.286,1,2,0.5,0,2,8,1,2,13,2,35.4,3710,2023-03-27T00:00:00,1
2022-23,1627826,Ivica Zubac,LAC,0022201129,CHI,W,24.45,5,6,0.833,0,0,0.0,1,5,0.2,1,6,1,2,3,11,16,18.9,3553,2023-03-27T00:00:00,1
2022-23,1626192,Pat Connaughton,MIL,0022201122,DET,W,18.066666666666666,3,8,0.375,1,6,0.167,0,0,0.0,2,3,0,0,2,7,-9,13.0,4994,2023-03-27T00:00:00,0
2022-23,1629645,Kevin Porter Jr.,HOU,0022201124,NYK,L,34.7,8,14,0.571,3,7,0.429,7,8,0.875,0,0,4,2,3,26,-20,33.0,1078,2023-03-27T00:00:00,0
2022-23,203458,Alex Len,SAC,0022201128,MIN,L,7.483333333333333,1,1,1.0,0,0,0.0,2,4,0.5,1,1,0,0,1,4,0,12.4,6415,2023-03-27T00:00:00,1
2022-23,1631117,Walker Kessler,UTA,0022201125,PHX,L,29.908333333333335,8,10,0.8,0,0,0.0,2,5,0.4,1,7,1,0,2,18,7,53.1,2258,2023-03-27T00:00:00,1
2022-23,202685,Jonas Valanciunas,NOP,0022201127,POR,W,29.733333333333334,4,6,0.667,0,0,0.0,2,4,0.5,4,17,0,5,5,10,28,36.2,2296,2023-03-27T00:00:00,0
2022-23,1627777,Georges Niang,PHI,0022201126,DEN,L,23.25,3,5,0.6,2,4,0.5,0,0,0.0,0,4,0,0,2,8,-7,12.8,3828,2023-03-27T00:00:00,0
2022-23,1631093,Jaden Ivey,DET,0022201122,MIL,L,31.683333333333334,9,19,0.474,3,6,0.5,11,12,0.917,1,7,8,4,4,32,1,49.6,1836,2023-03-27T00:00:00,1
2022-23,1629656,Quentin Grimes,NYK,0022201124,HOU,W,37.7,5,12,0.417,4,9,0.444,0,0,0.0,1,8,6,1,2,14,13,38.8,474,2023-03-27T00:00:00,1
2022-23,1631211,Trevor Keels,NYK,0022201124,HOU,W,4.15,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,-11,0.0,6792,2023-03-27T00:00:00,1
2022-23,1630553,Keon Johnson,POR,0022201127,NOP,L,31.4,7,15,0.467,3,7,0.429,3,4,0.75,0,3,6,4,1,20,-27,28.6,1900,2023-03-27T00:00:00,1
2022-23,1630593,McKinley Wright IV,DAL,0022201123,IND,W,5.2,1,2,0.5,0,1,0.0,0,0,0.0,0,0,3,2,0,2,-6,7.5,6664,2023-03-27T00:00:00,0
2022-23,203114,Khris Middleton,MIL,0022201122,DET,W,33.38333333333333,13,23,0.565,1,7,0.143,7,8,0.875,3,5,5,2,2,34,11,49.1,1394,2023-03-27T00:00:00,0
2022-23,1626204,Larry Nance Jr.,NOP,0022201127,POR,W,11.316666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,3,0,0,1,2,3,5.6,6053,2023-03-27T00:00:00,0
2022-23,202696,Nikola Vucevic,CHI,0022201129,LAC,L,30.383333333333333,9,13,0.692,2,3,0.667,0,0,0.0,1,7,5,3,3,20,-17,34.1,2139,2023-03-27T00:00:00,0
2022-23,1627780,Gary Payton II,GSW,0022201121,MIN,L,15.485,3,4,0.75,1,2,0.5,2,2,1.0,1,1,1,0,0,9,-9,15.9,5434,2023-03-26T00:00:00,1
2022-23,1629650,Moses Brown,BKN,0022201118,ORL,L,3.8833333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,2.0,6843,2023-03-26T00:00:00,0
2022-23,203083,Andre Drummond,CHI,0022201114,LAL,W,17.6,5,6,0.833,0,0,0.0,2,3,0.667,2,6,0,0,3,12,20,27.6,5080,2023-03-26T00:00:00,0
2022-23,1630544,Tre Mann,OKC,0022201120,POR,W,14.671666666666667,2,6,0.333,1,4,0.25,0,0,0.0,1,1,2,0,3,5,17,10.4,5576,2023-03-26T00:00:00,0
2022-23,1629632,Coby White,CHI,0022201114,LAL,W,26.083333333333332,5,17,0.294,3,8,0.375,0,0,0.0,2,5,6,1,1,13,19,32.4,3155,2023-03-26T00:00:00,0
2022-23,1631120,JD Davison,BOS,0022201116,SAS,W,6.566666666666666,2,2,1.0,1,1,1.0,0,0,0.0,0,1,2,1,2,5,11,8.2,6522,2023-03-26T00:00:00,1
2022-23,1631223,David Roddy,MEM,0022201115,ATL,W,12.476666666666667,2,6,0.333,1,3,0.333,1,2,0.5,0,1,1,0,2,6,-2,8.7,5886,2023-03-26T00:00:00,0
2022-23,1631104,Blake Wesley,SAS,0022201116,BOS,L,6.316666666666666,1,2,0.5,0,0,0.0,1,1,1.0,0,0,0,1,0,3,-11,2.0,6547,2023-03-26T00:00:00,0
2022-23,1630598,Aaron Wiggins,OKC,0022201120,POR,W,7.86,0,2,0.0,0,1,0.0,0,0,0.0,0,1,0,1,2,0,-7,0.2,6378,2023-03-26T00:00:00,0
2022-23,1630692,Jordan Goodwin,WAS,0022201119,TOR,L,20.45,4,9,0.444,1,3,0.333,0,0,0.0,1,3,2,2,1,9,-11,17.8,4449,2023-03-26T00:00:00,0
2022-23,1629048,Goga Bitadze,ORL,0022201118,BKN,W,6.133333333333334,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,2,1,2,-6,0.0,6565,2023-03-26T00:00:00,1
2022-23,1630177,Theo Maledon,CHA,0022201113,DAL,W,19.816666666666666,2,7,0.286,0,3,0.0,2,2,1.0,1,4,5,1,2,6,2,21.5,4596,2023-03-26T00:00:00,1
2022-23,1626172,Kevon Looney,GSW,0022201121,MIN,L,29.981666666666666,1,4,0.25,0,0,0.0,1,2,0.5,1,6,2,1,2,3,3,22.4,2237,2023-03-26T00:00:00,1
2022-23,1629029,Luka Doncic,DAL,0022201113,CHA,L,40.0,12,29,0.414,7,16,0.438,9,10,0.9,1,11,8,4,2,40,-11,74.4,181,2023-03-26T00:00:00,0
2022-23,203493,Reggie Bullock Jr.,DAL,0022201113,CHA,L,33.78333333333333,1,5,0.2,1,5,0.2,0,0,0.0,0,6,0,0,3,3,-8,10.2,1293,2023-03-26T00:00:00,0
2022-23,1630559,Austin Reaves,LAL,0022201114,CHI,L,37.31666666666667,6,10,0.6,1,3,0.333,0,1,0.0,0,3,7,5,2,13,-11,22.1,520,2023-03-26T00:00:00,1
2022-23,203915,Spencer Dinwiddie,BKN,0022201118,ORL,L,29.131666666666668,0,11,0.0,0,6,0.0,2,2,1.0,0,3,5,2,3,2,-2,14.1,2440,2023-03-26T00:00:00,0
2022-23,1629723,John Konchar,MEM,0022201115,ATL,W,12.411666666666667,1,3,0.333,0,1,0.0,0,0,0.0,0,1,0,1,2,2,-1,2.2,5897,2023-03-26T00:00:00,0
2022-23,203210,JaMychal Green,GSW,0022201121,MIN,L,3.9483333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,8,0.0,6832,2023-03-26T00:00:00,1
2022-23,1628972,Troy Brown Jr.,LAL,0022201114,CHI,L,32.36666666666667,7,13,0.538,4,9,0.444,0,0,0.0,1,5,1,2,2,18,3,36.7,1649,2023-03-26T00:00:00,1
2022-23,1630180,Saddiq Bey,ATL,0022201115,MEM,L,18.233333333333334,4,11,0.364,0,4,0.0,1,1,1.0,0,3,1,1,1,9,-5,13.1,4962,2023-03-26T00:00:00,1
2022-23,1629642,Nassir Little,POR,0022201120,OKC,L,31.366666666666667,11,21,0.524,3,6,0.5,3,3,1.0,2,4,0,2,5,28,-5,33.2,1912,2023-03-26T00:00:00,1
2022-23,1630288,Jeff Dowtin Jr.,TOR,0022201119,WAS,W,19.2,1,2,0.5,1,1,1.0,0,0,0.0,0,2,4,0,0,3,14,11.4,4747,2023-03-26T00:00:00,1
2022-23,1630528,Josh Christopher,HOU,0022201117,CLE,L,6.466666666666667,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,2,-3,2.0,6533,2023-03-26T00:00:00,0
2022-23,1626224,Cedi Osman,CLE,0022201117,HOU,W,16.533333333333335,2,10,0.2,1,6,0.167,0,0,0.0,0,2,0,0,2,5,1,7.4,5257,2023-03-26T00:00:00,1
2022-23,1631133,Jabari Walker,POR,0022201120,OKC,L,14.616666666666667,0,2,0.0,0,1,0.0,2,2,1.0,2,0,0,0,2,2,-11,10.4,5585,2023-03-26T00:00:00,1
2022-23,1630567,Scottie Barnes,TOR,0022201119,WAS,W,32.03333333333333,5,14,0.357,0,2,0.0,3,3,1.0,2,3,6,1,4,13,10,39.0,1743,2023-03-26T00:00:00,1
2022-23,1629651,Nic Claxton,BKN,0022201118,ORL,L,28.166666666666668,4,7,0.571,0,0,0.0,1,3,0.333,2,7,2,2,1,9,-4,35.8,2676,2023-03-26T00:00:00,0
2022-23,1629652,Luguentz Dort,OKC,0022201120,POR,W,28.866666666666667,2,14,0.143,0,6,0.0,2,2,1.0,3,3,1,2,4,6,-5,18.7,2511,2023-03-26T00:00:00,0
2022-23,1629027,Trae Young,ATL,0022201115,MEM,L,34.916666666666664,7,14,0.5,3,5,0.6,11,12,0.917,0,2,10,4,1,28,-5,41.4,1036,2023-03-26T00:00:00,1
2022-23,1628969,Mikal Bridges,BKN,0022201118,ORL,L,34.416666666666664,13,22,0.591,6,9,0.667,12,12,1.0,1,5,1,2,1,44,-11,56.7,1149,2023-03-26T00:00:00,0
2022-23,1630526,Jeremiah Robinson-Earl,OKC,0022201120,POR,W,13.166666666666666,2,4,0.5,1,1,1.0,0,0,0.0,0,1,0,0,2,5,8,9.2,5781,2023-03-26T00:00:00,0
2022-23,1630702,Jaden Hardy,DAL,0022201113,CHA,L,13.165,1,3,0.333,1,1,1.0,0,0,0.0,1,0,3,1,2,3,5,10.7,5784,2023-03-26T00:00:00,0
2022-23,1631132,Christian Koloko,TOR,0022201119,WAS,W,15.316666666666666,0,2,0.0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,7,13.2,5474,2023-03-26T00:00:00,1
2022-23,1630162,Anthony Edwards,MIN,0022201121,GSW,W,34.65,5,14,0.357,2,8,0.25,1,2,0.5,1,3,3,3,1,13,12,22.3,1096,2023-03-26T00:00:00,0
2022-23,1629638,Nickeil Alexander-Walker,MIN,0022201121,GSW,W,16.496666666666666,2,3,0.667,2,3,0.667,0,0,0.0,0,2,2,0,1,6,5,11.4,5263,2023-03-26T00:00:00,0
2022-23,1631114,Jalen Williams,OKC,0022201120,POR,W,37.083333333333336,9,14,0.643,2,2,1.0,3,3,1.0,1,4,4,1,1,23,10,40.0,564,2023-03-26T00:00:00,0
2022-23,1629630,Ja Morant,MEM,0022201115,ATL,W,29.3,9,17,0.529,0,3,0.0,9,11,0.818,0,3,6,1,3,27,1,41.6,2400,2023-03-26T00:00:00,0
2022-23,1628372,Dennis Smith Jr.,CHA,0022201113,DAL,W,28.183333333333334,5,11,0.455,1,4,0.25,3,4,0.75,1,4,6,3,4,14,4,29.0,2672,2023-03-26T00:00:00,1
2022-23,202691,Klay Thompson,GSW,0022201121,MIN,L,34.795,5,17,0.294,5,11,0.455,0,0,0.0,0,4,2,3,3,15,13,22.8,1065,2023-03-26T00:00:00,1
2022-23,1629139,Yuta Watanabe,BKN,0022201118,ORL,L,12.35,1,3,0.333,0,1,0.0,0,2,0.0,1,4,0,0,1,2,1,11.0,5903,2023-03-26T00:00:00,0
2022-23,1630550,JT Thor,CHA,0022201113,DAL,W,17.023333333333333,3,4,0.75,3,3,1.0,0,0,0.0,0,3,0,0,2,9,0,12.6,5193,2023-03-26T00:00:00,1
2022-23,1630696,Dru Smith,BKN,0022201118,ORL,L,3.8833333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,0,1,0,1,0,0,1.5,6843,2023-03-26T00:00:00,0
2022-23,1631119,Jaylin Williams,OKC,0022201120,POR,W,26.868333333333332,3,8,0.375,0,3,0.0,1,2,0.5,2,4,2,1,3,7,-4,16.2,2983,2023-03-26T00:00:00,0
2022-23,203926,Doug McDermott,SAS,0022201116,BOS,L,20.9,2,10,0.2,1,7,0.143,2,2,1.0,0,1,1,0,2,7,-21,9.7,4352,2023-03-26T00:00:00,0
2022-23,1629004,Svi Mykhailiuk,CHA,0022201113,DAL,W,33.21666666666667,1,7,0.143,1,4,0.25,4,4,1.0,1,2,3,0,0,7,16,21.1,1441,2023-03-26T00:00:00,1
2022-23,203992,Bogdan Bogdanovic,ATL,0022201115,MEM,L,22.376666666666665,4,9,0.444,2,7,0.286,0,0,0.0,1,1,2,0,1,10,-9,18.4,4024,2023-03-26T00:00:00,1
2022-23,201144,Mike Conley,MIN,0022201121,GSW,W,31.383333333333333,4,11,0.364,4,9,0.444,0,2,0.0,1,1,2,2,3,12,-4,21.4,1908,2023-03-26T00:00:00,0
2022-23,1630581,Josh Giddey,OKC,0022201120,POR,W,35.06666666666667,7,12,0.583,3,5,0.6,0,1,0.0,1,10,6,2,0,17,-3,46.2,1005,2023-03-26T00:00:00,0
2022-23,1630578,Alperen Sengun,HOU,0022201117,CLE,L,32.98833333333334,6,12,0.5,0,0,0.0,2,4,0.5,2,6,4,3,4,14,-12,29.6,1496,2023-03-26T00:00:00,0
2022-23,201942,DeMar DeRozan,CHI,0022201114,LAL,W,36.48,7,13,0.538,2,2,1.0,1,2,0.5,0,6,10,2,1,17,6,40.2,698,2023-03-26T00:00:00,0
2022-23,202681,Kyrie Irving,DAL,0022201113,CHA,L,35.501666666666665,5,15,0.333,2,6,0.333,6,6,1.0,0,4,3,2,3,18,-8,34.3,896,2023-03-26T00:00:00,0
2022-23,1630175,Cole Anthony,ORL,0022201118,BKN,W,31.183333333333334,8,13,0.615,1,2,0.5,4,4,1.0,1,5,3,0,5,21,0,32.7,1956,2023-03-26T00:00:00,1
2022-23,1628415,Dillon Brooks,MEM,0022201115,ATL,W,22.933333333333334,2,4,0.5,2,3,0.667,0,0,0.0,0,2,5,2,6,6,0,13.9,3898,2023-03-26T00:00:00,0
2022-23,1627759,Jaylen Brown,BOS,0022201116,SAS,W,36.25,18,29,0.621,2,10,0.2,3,5,0.6,1,12,3,5,1,41,28,59.1,742,2023-03-26T00:00:00,1
2022-23,203925,Joe Harris,BKN,0022201118,ORL,L,13.018333333333333,1,3,0.333,1,3,0.333,0,0,0.0,0,3,2,0,0,3,-5,9.6,5798,2023-03-26T00:00:00,0
2022-23,201988,Patty Mills,BKN,0022201118,ORL,L,16.375,2,5,0.4,0,2,0.0,0,0,0.0,0,0,2,0,2,4,-5,7.0,5290,2023-03-26T00:00:00,0
2022-23,1630586,Usman Garuba,HOU,0022201117,CLE,L,15.011666666666667,0,2,0.0,0,1,0.0,2,2,1.0,1,4,3,1,3,2,-5,14.5,5526,2023-03-26T00:00:00,0
2022-23,203471,Dennis Schroder,LAL,0022201114,CHI,L,33.916666666666664,4,10,0.4,2,6,0.333,7,8,0.875,0,3,5,1,4,17,13,33.1,1257,2023-03-26T00:00:00,1
2022-23,202696,Nikola Vucevic,CHI,0022201114,LAL,W,15.283333333333333,2,5,0.4,0,1,0.0,0,0,0.0,0,2,1,0,1,4,-5,10.9,5479,2023-03-26T00:00:00,0
2022-23,203501,Tim Hardaway Jr.,DAL,0022201113,CHA,L,36.45,5,14,0.357,3,9,0.333,2,2,1.0,0,5,1,0,3,15,17,28.5,703,2023-03-26T00:00:00,0
2022-23,1630200,Tre Jones,SAS,0022201116,BOS,L,26.461666666666666,4,9,0.444,1,1,1.0,2,3,0.667,1,4,4,1,2,11,-26,31.0,3087,2023-03-26T00:00:00,0
2022-23,1629636,Darius Garland,CLE,0022201117,HOU,W,37.605,6,16,0.375,1,4,0.25,4,4,1.0,1,3,8,1,4,17,21,32.8,482,2023-03-26T00:00:00,1
2022-23,1629643,Chuma Okeke,ORL,0022201118,BKN,W,3.8833333333333333,0,1,0.0,0,0,0.0,0,0,0.0,1,1,0,0,0,0,0,2.4,6843,2023-03-26T00:00:00,1
2022-23,1630217,Desmond Bane,MEM,0022201115,ATL,W,33.655,11,18,0.611,3,6,0.5,0,0,0.0,1,2,5,2,3,25,6,34.1,1315,2023-03-26T00:00:00,0
2022-23,1629134,Kendrick Nunn,WAS,0022201119,TOR,L,8.16,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,1,2,3,-4,2.0,6357,2023-03-26T00:00:00,0
2022-23,1629684,Grant Williams,BOS,0022201116,SAS,W,17.95,1,2,0.5,1,2,0.5,0,0,0.0,0,4,0,0,2,3,12,10.8,5012,2023-03-26T00:00:00,1
2022-23,1630173,Precious Achiuwa,TOR,0022201119,WAS,W,5.716666666666667,1,2,0.5,0,1,0.0,0,2,0.0,2,0,0,1,1,2,-10,3.4,6614,2023-03-26T00:00:00,1
2022-23,1631101,Shaedon Sharpe,POR,0022201120,OKC,L,35.28333333333333,9,13,0.692,3,5,0.6,8,11,0.727,0,5,3,5,3,29,11,34.5,954,2023-03-26T00:00:00,1
2022-23,1628381,John Collins,ATL,0022201115,MEM,L,29.766666666666666,4,11,0.364,0,1,0.0,1,2,0.5,2,8,1,1,4,9,1,21.5,2291,2023-03-26T00:00:00,1
2022-23,1626163,Frank Kaminsky,HOU,0022201117,CLE,L,2.35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-1,0.0,7031,2023-03-26T00:00:00,0
2022-23,1628384,OG Anunoby,TOR,0022201119,WAS,W,37.03333333333333,11,21,0.524,4,10,0.4,3,4,0.75,2,6,1,1,4,29,18,51.1,577,2023-03-26T00:00:00,1
2022-23,1628436,Luke Kornet,BOS,0022201116,SAS,W,7.016666666666667,2,2,1.0,0,0,0.0,0,0,0.0,0,1,0,0,1,4,13,8.2,6473,2023-03-26T00:00:00,1
2022-23,1627751,Jakob Poeltl,TOR,0022201119,WAS,W,26.133333333333333,6,9,0.667,0,0,0.0,0,0,0.0,6,6,1,3,2,12,7,27.9,3144,2023-03-26T00:00:00,1
2022-23,203110,Draymond Green,GSW,0022201121,MIN,L,35.735,5,9,0.556,1,3,0.333,1,2,0.5,1,6,5,5,4,12,-7,25.9,842,2023-03-26T00:00:00,1
2022-23,1629603,Mamadi Diakite,CLE,0022201117,HOU,W,2.35,1,1,1.0,1,1,1.0,0,0,0.0,1,0,0,0,0,3,1,4.2,7031,2023-03-26T00:00:00,1
2022-23,1629234,Drew Eubanks,POR,0022201120,OKC,L,32.74,3,6,0.5,0,0,0.0,1,2,0.5,2,8,4,3,2,7,7,43.0,1559,2023-03-26T00:00:00,1
2022-23,1626174,Christian Wood,DAL,0022201113,CHA,L,17.35,3,4,0.75,1,2,0.5,2,2,1.0,0,4,1,1,2,9,-1,17.3,5119,2023-03-26T00:00:00,0
2022-23,1628984,Devonte' Graham,SAS,0022201116,BOS,L,22.1,0,5,0.0,0,3,0.0,2,2,1.0,0,3,2,2,3,2,-16,12.6,4096,2023-03-26T00:00:00,0
2022-23,1630560,Cam Thomas,BKN,0022201118,ORL,L,27.533333333333335,7,16,0.438,0,4,0.0,4,4,1.0,0,2,2,3,2,18,-2,20.4,2829,2023-03-26T00:00:00,0
2022-23,1629678,Admiral Schofield,ORL,0022201118,BKN,W,2.6666666666666665,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,-2,2.0,6996,2023-03-26T00:00:00,1
2022-23,201937,Ricky Rubio,CLE,0022201117,HOU,W,15.516666666666667,0,4,0.0,0,2,0.0,2,2,1.0,0,1,2,1,1,2,-11,8.2,5426,2023-03-26T00:00:00,1
2022-23,1629162,Jordan McLaughlin,MIN,0022201121,GSW,W,14.816666666666666,1,2,0.5,1,1,1.0,0,0,0.0,0,0,3,1,0,3,12,6.5,5549,2023-03-26T00:00:00,0
2022-23,1627783,Pascal Siakam,TOR,0022201119,WAS,W,33.56666666666667,7,17,0.412,1,3,0.333,4,4,1.0,2,9,2,3,3,19,-3,35.2,1351,2023-03-26T00:00:00,1
2022-23,1626153,Delon Wright,WAS,0022201119,TOR,L,33.93333333333333,2,9,0.222,1,4,0.25,0,0,0.0,0,7,8,1,0,5,1,30.4,1251,2023-03-26T00:00:00,0
2022-23,1627936,Alex Caruso,CHI,0022201114,LAL,W,25.866666666666667,2,5,0.4,1,3,0.333,2,2,1.0,2,3,1,1,3,7,-4,16.5,3210,2023-03-26T00:00:00,0
2022-23,1630561,David Duke Jr.,BKN,0022201118,ORL,L,3.816666666666667,1,2,0.5,0,0,0.0,2,2,1.0,0,0,0,0,0,4,2,4.0,6853,2023-03-26T00:00:00,0
2022-23,1630591,Jalen Suggs,ORL,0022201118,BKN,W,23.533333333333335,6,9,0.667,2,2,1.0,2,2,1.0,0,2,1,0,2,16,15,25.9,3762,2023-03-26T00:00:00,1
2022-23,1630227,Daishen Nix,HOU,0022201117,CLE,L,18.295,1,5,0.2,0,2,0.0,0,0,0.0,1,2,2,2,0,2,-9,6.6,4949,2023-03-26T00:00:00,0
2022-23,1628449,Chris Boucher,TOR,0022201119,WAS,W,22.2,3,5,0.6,0,1,0.0,0,0,0.0,3,4,0,1,3,6,10,13.4,4068,2023-03-26T00:00:00,1
2022-23,203497,Rudy Gobert,MIN,0022201121,GSW,W,34.32666666666667,1,3,0.333,0,0,0.0,8,12,0.667,4,14,2,4,5,10,-7,33.6,1163,2023-03-26T00:00:00,0
2022-23,203488,Mike Muscala,BOS,0022201116,SAS,W,11.75,3,4,0.75,3,4,0.75,0,0,0.0,1,2,1,0,1,9,16,14.1,6001,2023-03-26T00:00:00,1
2022-23,201933,Blake Griffin,BOS,0022201116,SAS,W,5.083333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,11,4.4,6680,2023-03-26T00:00:00,1
2022-23,1627832,Fred VanVleet,TOR,0022201119,WAS,W,35.63333333333333,10,21,0.476,5,9,0.556,3,3,1.0,0,4,7,1,1,28,11,54.3,867,2023-03-26T00:00:00,1
2022-23,1628365,Markelle Fultz,ORL,0022201118,BKN,W,28.446666666666665,5,13,0.385,0,3,0.0,0,0,0.0,2,4,9,1,0,10,15,35.7,2602,2023-03-26T00:00:00,1
2022-23,1630170,Devin Vassell,SAS,0022201116,BOS,L,26.55,4,12,0.333,1,5,0.2,0,0,0.0,0,5,4,1,3,9,-27,20.0,3067,2023-03-26T00:00:00,0
2022-23,1631109,Mark Williams,CHA,0022201113,DAL,W,32.39333333333333,5,9,0.556,0,0,0.0,5,7,0.714,6,10,1,2,2,15,10,33.7,1646,2023-03-26T00:00:00,1
2022-23,1628467,Maxi Kleber,DAL,0022201113,CHA,L,32.083333333333336,4,9,0.444,4,7,0.571,2,2,1.0,1,3,1,0,5,14,2,29.3,1732,2023-03-26T00:00:00,0
2022-23,1630171,Isaac Okoro,CLE,0022201117,HOU,W,8.833333333333334,1,1,1.0,0,0,0.0,2,2,1.0,0,1,0,1,1,4,9,4.2,6284,2023-03-26T00:00:00,1
2022-23,1631172,Ousmane Dieng,OKC,0022201120,POR,W,12.816666666666666,2,5,0.4,0,2,0.0,0,0,0.0,1,0,0,1,1,4,11,7.2,5833,2023-03-26T00:00:00,0
2022-23,1630245,Ayo Dosunmu,CHI,0022201114,LAL,W,18.77,3,5,0.6,2,3,0.667,0,0,0.0,0,1,4,1,3,8,14,20.2,4849,2023-03-26T00:00:00,0
2022-23,1629021,Moritz Wagner,ORL,0022201118,BKN,W,16.583333333333332,4,5,0.8,0,1,0.0,4,5,0.8,0,4,1,1,2,12,15,20.3,5250,2023-03-26T00:00:00,1
2022-23,1631103,Malaki Branham,SAS,0022201116,BOS,L,24.05,7,13,0.538,1,3,0.333,0,0,0.0,0,3,1,0,1,15,-26,20.1,3654,2023-03-26T00:00:00,0
2022-23,1630539,Kai Jones,CHA,0022201113,DAL,W,15.333333333333334,1,1,1.0,0,0,0.0,0,0,0.0,1,0,0,2,3,2,-4,1.2,5470,2023-03-26T00:00:00,1
2022-23,1630182,Josh Green,DAL,0022201113,CHA,L,14.0,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,3,2,-25,5.0,5662,2023-03-26T00:00:00,0
2022-23,201939,Stephen Curry,GSW,0022201121,MIN,L,36.21,8,23,0.348,4,13,0.308,0,0,0.0,0,6,9,3,3,20,2,40.7,747,2023-03-26T00:00:00,1
2022-23,1631106,Tari Eason,HOU,0022201117,CLE,L,30.116666666666667,4,9,0.444,0,2,0.0,2,2,1.0,3,5,0,4,5,10,-11,18.6,2208,2023-03-26T00:00:00,0
2022-23,1630572,Sandro Mamukelashvili,SAS,0022201116,BOS,L,22.166666666666668,5,10,0.5,1,4,0.25,2,3,0.667,0,5,3,1,2,13,-13,22.5,4077,2023-03-26T00:00:00,0
2022-23,203939,Dwight Powell,DAL,0022201113,CHA,L,3.7333333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-8,0.0,6860,2023-03-26T00:00:00,0
2022-23,1628380,Zach Collins,SAS,0022201116,BOS,L,30.6,8,18,0.444,2,5,0.4,3,5,0.6,0,7,4,4,0,21,-26,31.4,2090,2023-03-26T00:00:00,0
2022-23,1630231,KJ Martin,HOU,0022201117,CLE,L,30.766666666666666,6,8,0.75,1,2,0.5,0,0,0.0,2,2,2,3,4,13,-14,17.8,2052,2023-03-26T00:00:00,0
2022-23,1630198,Isaiah Joe,OKC,0022201120,POR,W,28.433333333333334,5,12,0.417,5,10,0.5,5,5,1.0,2,5,5,0,2,20,2,41.9,2603,2023-03-26T00:00:00,0
2022-23,1628991,Jaren Jackson Jr.,MEM,0022201115,ATL,W,34.31666666666667,6,10,0.6,1,2,0.5,2,2,1.0,1,7,0,4,3,15,-3,44.6,1164,2023-03-26T00:00:00,0
2022-23,1629675,Naz Reid,MIN,0022201121,GSW,W,20.755,10,17,0.588,3,5,0.6,0,0,0.0,1,5,1,1,0,23,8,30.7,4389,2023-03-26T00:00:00,0
2022-23,1630264,Anthony Gill,WAS,0022201119,TOR,L,8.216666666666667,1,2,0.5,0,0,0.0,0,1,0.0,1,2,0,0,0,2,-6,5.6,6350,2023-03-26T00:00:00,0
2022-23,201143,Al Horford,BOS,0022201116,SAS,W,22.15,2,6,0.333,2,6,0.333,0,0,0.0,1,8,4,2,1,6,20,32.8,4084,2023-03-26T00:00:00,1
