SEASON_YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GAME_ID,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,AST,TOV,PF,PTS,PLUS_MINUS,NBA_FANTASY_PTS,MIN_RANK,GAME_DATE,HOME
2022-23,1630558,Davion Mitchell,SAC,0022201043,BKN,W,13.255,1,5,0.2,0,3,0.0,0,0,0.0,1,1,0,0,0,2,1,4.4,5771,2023-03-16T00:00:00,0
2022-23,1629008,Michael Porter Jr.,DEN,0022201042,DET,W,28.016666666666666,6,14,0.429,1,6,0.167,2,3,0.667,0,5,2,0,0,15,5,33.0,2706,2023-03-16T00:00:00,0
2022-23,1630556,Kessler Edwards,SAC,0022201043,BKN,W,23.596666666666668,4,6,0.667,2,4,0.5,0,0,0.0,2,1,1,2,4,10,0,13.1,3754,2023-03-16T00:00:00,0
2022-23,1627783,Pascal Siakam,TOR,0022201044,OKC,W,34.01833333333333,9,19,0.474,3,5,0.6,4,8,0.5,5,9,8,0,2,25,4,53.8,1226,2023-03-16T00:00:00,1
2022-23,1630175,Cole Anthony,ORL,0022201046,PHX,L,26.95,5,9,0.556,2,4,0.5,5,5,1.0,2,3,3,1,1,17,-1,26.5,2965,2023-03-16T00:00:00,0
2022-23,1626166,Cameron Payne,PHX,0022201046,ORL,W,20.583333333333332,7,12,0.583,3,5,0.6,1,1,1.0,1,1,5,1,1,18,-3,29.9,4427,2023-03-16T00:00:00,1
2022-23,1627832,Fred VanVleet,TOR,0022201044,OKC,W,33.71666666666667,8,17,0.471,3,8,0.375,0,0,0.0,0,5,6,3,0,19,11,46.0,1304,2023-03-16T00:00:00,1
2022-23,201145,Jeff Green,DEN,0022201042,DET,W,18.2,1,2,0.5,0,1,0.0,1,2,0.5,0,4,1,1,1,3,14,8.3,4966,2023-03-16T00:00:00,0
2022-23,1629651,Nic Claxton,BKN,0022201043,SAC,L,32.455,6,11,0.545,0,0,0.0,2,2,1.0,2,12,1,0,4,14,2,41.3,1631,2023-03-16T00:00:00,1
2022-23,204060,Joe Ingles,MIL,0022201045,IND,L,27.8,4,5,0.8,4,5,0.8,2,2,1.0,0,5,0,2,1,14,-20,18.0,2753,2023-03-16T00:00:00,1
2022-23,1629652,Luguentz Dort,OKC,0022201044,TOR,L,31.111666666666668,2,11,0.182,1,6,0.167,5,5,1.0,2,6,5,0,2,10,-6,33.1,1977,2023-03-16T00:00:00,0
2022-23,1630543,Isaiah Jackson,IND,0022201045,MIL,W,1.5333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,-2,1.2,7148,2023-03-16T00:00:00,0
2022-23,1628989,Kevin Huerter,SAC,0022201043,BKN,W,6.266666666666667,0,4,0.0,0,2,0.0,0,0,0.0,1,1,1,0,0,0,-7,3.9,6551,2023-03-16T00:00:00,0
2022-23,1630580,Joe Wieskamp,TOR,0022201044,OKC,W,2.8666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,-1,0.0,6971,2023-03-16T00:00:00,1
2022-23,1626167,Myles Turner,IND,0022201045,MIL,W,25.166666666666668,4,11,0.364,2,7,0.286,1,2,0.5,2,6,3,1,4,11,-8,24.1,3377,2023-03-16T00:00:00,0
2022-23,1628976,Wendell Carter Jr.,ORL,0022201046,PHX,L,32.93833333333333,7,11,0.636,2,5,0.4,0,0,0.0,2,3,3,2,1,16,-9,30.5,1509,2023-03-16T00:00:00,0
2022-23,1630181,R.J. Hampton,DET,0022201042,DEN,L,15.433333333333334,1,3,0.333,0,1,0.0,1,1,1.0,0,1,0,0,0,3,-2,4.2,5448,2023-03-16T00:00:00,1
2022-23,1630688,Ish Wainright,PHX,0022201046,ORL,W,22.985,1,4,0.25,1,3,0.333,0,0,0.0,0,5,3,0,2,3,0,13.5,3884,2023-03-16T00:00:00,1
2022-23,1631099,Keegan Murray,SAC,0022201043,BKN,W,31.436666666666667,4,8,0.5,3,6,0.5,0,0,0.0,0,4,0,1,4,11,-3,17.8,1898,2023-03-16T00:00:00,0
2022-23,1629670,Jordan Nwora,IND,0022201045,MIL,W,33.233333333333334,5,11,0.455,2,3,0.667,0,0,0.0,1,8,4,4,1,12,7,30.8,1432,2023-03-16T00:00:00,0
2022-23,1628410,Edmond Sumner,BKN,0022201043,SAC,L,8.75,1,1,1.0,1,1,1.0,0,0,0.0,0,1,0,1,2,3,2,3.2,6294,2023-03-16T00:00:00,1
2022-23,1626168,Trey Lyles,SAC,0022201043,BKN,W,17.766666666666666,4,8,0.5,2,3,0.667,1,2,0.5,0,6,1,1,1,11,4,21.7,5047,2023-03-16T00:00:00,0
2022-23,1626192,Pat Connaughton,MIL,0022201045,IND,L,30.833333333333332,4,10,0.4,1,6,0.167,1,2,0.5,2,4,1,0,0,10,-12,27.7,2043,2023-03-16T00:00:00,1
2022-23,203115,Will Barton,TOR,0022201044,OKC,W,10.6,1,6,0.167,1,4,0.25,0,0,0.0,0,1,0,0,0,3,4,4.2,6118,2023-03-16T00:00:00,1
2022-23,1627750,Jamal Murray,DEN,0022201042,DET,W,38.695,7,15,0.467,2,5,0.4,3,3,1.0,1,5,10,4,2,19,21,37.2,320,2023-03-16T00:00:00,0
2022-23,1628975,Jevon Carter,MIL,0022201045,IND,L,15.016666666666667,1,5,0.2,1,2,0.5,0,0,0.0,0,1,1,1,0,3,-18,4.7,5523,2023-03-16T00:00:00,1
2022-23,204456,T.J. McConnell,IND,0022201045,MIL,W,29.866666666666667,9,12,0.75,1,2,0.5,0,0,0.0,0,3,12,3,3,19,36,40.6,2265,2023-03-16T00:00:00,0
2022-23,1629052,Oshae Brissett,IND,0022201045,MIL,W,11.283333333333333,1,5,0.2,0,3,0.0,0,2,0.0,0,2,0,0,1,2,1,4.4,6057,2023-03-16T00:00:00,0
2022-23,1626220,Royce O'Neale,BKN,0022201043,SAC,L,23.998333333333335,2,6,0.333,2,6,0.333,1,2,0.5,1,4,2,0,3,7,-5,22.0,3666,2023-03-16T00:00:00,1
2022-23,1629661,Cameron Johnson,BKN,0022201043,SAC,L,36.25,4,11,0.364,2,6,0.333,0,0,0.0,0,6,2,0,2,10,-2,26.2,742,2023-03-16T00:00:00,1
2022-23,1626164,Devin Booker,PHX,0022201046,ORL,W,36.31666666666667,7,17,0.412,2,5,0.4,3,3,1.0,2,3,2,4,3,19,6,24.0,729,2023-03-16T00:00:00,1
2022-23,1631172,Ousmane Dieng,OKC,0022201044,TOR,L,13.483333333333333,1,3,0.333,1,2,0.5,0,0,0.0,0,0,1,0,2,3,-2,4.5,5727,2023-03-16T00:00:00,0
2022-23,1630526,Jeremiah Robinson-Earl,OKC,0022201044,TOR,L,9.016666666666667,0,2,0.0,0,1,0.0,0,0,0.0,1,2,1,0,0,0,0,5.1,6267,2023-03-16T00:00:00,0
2022-23,1628449,Chris Boucher,TOR,0022201044,OKC,W,15.983333333333333,3,6,0.5,0,1,0.0,0,0,0.0,2,5,0,3,5,6,-5,14.4,5355,2023-03-16T00:00:00,1
2022-23,1628368,De'Aaron Fox,SAC,0022201043,BKN,W,35.05833333333333,5,16,0.313,2,8,0.25,6,10,0.6,1,5,5,0,0,18,2,32.7,1010,2023-03-16T00:00:00,0
2022-23,201588,George Hill,IND,0022201045,MIL,W,23.283333333333335,5,6,0.833,3,4,0.75,2,2,1.0,0,2,2,0,2,15,26,26.4,3818,2023-03-16T00:00:00,0
2022-23,1627814,Damion Lee,PHX,0022201046,ORL,W,9.811666666666667,2,3,0.667,1,2,0.5,0,0,0.0,0,1,0,1,1,5,1,5.2,6198,2023-03-16T00:00:00,1
2022-23,203114,Khris Middleton,MIL,0022201045,IND,L,32.6,6,15,0.4,0,5,0.0,4,4,1.0,0,1,7,1,2,16,0,29.7,1597,2023-03-16T00:00:00,1
2022-23,203967,Dario Saric,OKC,0022201044,TOR,L,12.335,2,8,0.25,0,2,0.0,0,0,0.0,0,1,2,1,0,4,-11,7.2,5906,2023-03-16T00:00:00,0
2022-23,1628384,OG Anunoby,TOR,0022201044,OKC,W,29.033333333333335,6,9,0.667,3,4,0.75,2,2,1.0,1,3,1,2,5,17,14,33.3,2459,2023-03-16T00:00:00,1
2022-23,1628983,Shai Gilgeous-Alexander,OKC,0022201044,TOR,L,34.86666666666667,12,19,0.632,1,1,1.0,4,5,0.8,2,1,3,3,1,29,-17,40.1,1052,2023-03-16T00:00:00,0
2022-23,1630699,MarJon Beauchamp,MIL,0022201045,IND,L,2.216666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,7049,2023-03-16T00:00:00,1
2022-23,1628418,Thomas Bryant,DEN,0022201042,DET,W,14.238333333333333,1,3,0.333,0,0,0.0,1,1,1.0,3,1,0,1,2,3,3,6.8,5630,2023-03-16T00:00:00,0
2022-23,203084,Harrison Barnes,SAC,0022201043,BKN,W,30.5,2,6,0.333,1,3,0.333,6,7,0.857,0,6,2,1,1,11,0,20.2,2115,2023-03-16T00:00:00,0
2022-23,1630164,James Wiseman,DET,0022201042,DEN,L,29.916666666666668,7,14,0.5,0,0,0.0,0,0,0.0,3,6,1,2,3,14,-13,24.3,2254,2023-03-16T00:00:00,1
2022-23,1628969,Mikal Bridges,BKN,0022201043,SAC,L,35.175,7,17,0.412,2,7,0.286,7,8,0.875,0,4,2,1,3,23,-9,32.8,978,2023-03-16T00:00:00,1
2022-23,1629623,Lindell Wigginton,MIL,0022201045,IND,L,2.216666666666667,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,0,2,0,2.0,7049,2023-03-16T00:00:00,1
2022-23,203915,Spencer Dinwiddie,BKN,0022201043,SAC,L,38.15,6,15,0.4,3,7,0.429,3,8,0.375,0,3,7,2,3,18,-4,39.1,403,2023-03-16T00:00:00,1
2022-23,203999,Nikola Jokic,DEN,0022201042,DET,W,33.483333333333334,14,18,0.778,0,1,0.0,2,3,0.667,4,6,9,1,2,30,13,60.5,1369,2023-03-16T00:00:00,0
2022-23,1630188,Jalen Smith,IND,0022201045,MIL,W,22.833333333333332,4,9,0.444,1,4,0.25,5,6,0.833,2,5,4,0,2,14,24,28.4,3921,2023-03-16T00:00:00,0
2022-23,1628427,Vlatko Cancar,DEN,0022201042,DET,W,1.25,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,1.2,7180,2023-03-16T00:00:00,0
2022-23,202397,Ish Smith,DEN,0022201042,DET,W,0.9716666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-3,0.0,7200,2023-03-16T00:00:00,0
2022-23,1628971,Bruce Brown,DEN,0022201042,DET,W,26.25,2,7,0.286,0,1,0.0,1,2,0.5,0,5,4,1,3,5,9,31.0,3125,2023-03-16T00:00:00,0
2022-23,203552,Seth Curry,BKN,0022201043,SAC,L,21.84,5,10,0.5,3,5,0.6,1,1,1.0,0,1,1,1,1,14,1,18.7,4145,2023-03-16T00:00:00,1
2022-23,1631094,Paolo Banchero,ORL,0022201046,PHX,L,33.5,7,15,0.467,1,4,0.25,3,4,0.75,0,8,3,5,1,18,-11,33.1,1365,2023-03-16T00:00:00,0
2022-23,1631132,Christian Koloko,TOR,0022201044,OKC,W,12.25,0,0,0.0,0,0,0.0,0,0,0.0,1,2,1,0,1,0,6,8.1,5918,2023-03-16T00:00:00,1
2022-23,1630174,Aaron Nesmith,IND,0022201045,MIL,W,31.133333333333333,8,11,0.727,6,9,0.667,0,0,0.0,2,3,0,0,3,22,0,31.0,1969,2023-03-16T00:00:00,0
2022-23,1629056,Terence Davis,SAC,0022201043,BKN,W,8.683333333333334,0,2,0.0,0,2,0.0,0,0,0.0,0,2,0,1,2,0,-1,1.4,6304,2023-03-16T00:00:00,0
2022-23,1629018,Gary Trent Jr.,TOR,0022201044,OKC,W,34.88333333333333,8,11,0.727,4,6,0.667,3,4,0.75,1,4,2,0,3,23,16,38.0,1041,2023-03-16T00:00:00,1
2022-23,1630544,Tre Mann,OKC,0022201044,TOR,L,21.133333333333333,5,9,0.556,2,3,0.667,0,0,0.0,1,1,1,1,1,12,-6,14.9,4304,2023-03-16T00:00:00,0
2022-23,203932,Aaron Gordon,DEN,0022201042,DET,W,28.828333333333333,6,9,0.667,0,1,0.0,3,6,0.5,5,3,1,1,0,15,8,25.1,2523,2023-03-16T00:00:00,0
2022-23,1628370,Malik Monk,SAC,0022201043,BKN,W,28.57,3,11,0.273,3,8,0.375,3,4,0.75,1,4,6,2,1,12,20,25.0,2574,2023-03-16T00:00:00,0
2022-23,1629028,Deandre Ayton,PHX,0022201046,ORL,W,34.865,6,12,0.5,0,0,0.0,4,4,1.0,0,7,0,1,3,16,1,26.4,1056,2023-03-16T00:00:00,1
2022-23,1631260,AJ Green,MIL,0022201045,IND,L,7.816666666666666,0,1,0.0,0,1,0.0,0,0,0.0,0,2,0,1,0,0,-5,1.4,6382,2023-03-16T00:00:00,1
2022-23,1630560,Cam Thomas,BKN,0022201043,SAC,L,5.65,0,3,0.0,0,2,0.0,0,0,0.0,0,2,0,1,0,0,-7,1.4,6618,2023-03-16T00:00:00,1
2022-23,1629006,Josh Okogie,PHX,0022201046,ORL,W,30.42,4,14,0.286,2,10,0.2,5,5,1.0,1,3,4,2,1,15,2,41.8,2133,2023-03-16T00:00:00,1
2022-23,1629139,Yuta Watanabe,BKN,0022201043,SAC,L,7.0,1,1,1.0,0,0,0.0,0,0,0.0,0,1,2,0,0,2,2,6.2,6476,2023-03-16T00:00:00,1
2022-23,1628470,Torrey Craig,PHX,0022201046,ORL,W,25.453333333333333,3,6,0.5,3,5,0.6,0,0,0.0,1,4,2,0,2,9,1,24.0,3309,2023-03-16T00:00:00,1
2022-23,1629626,Bol Bol,ORL,0022201046,PHX,L,14.5,1,3,0.333,0,1,0.0,4,4,1.0,0,3,1,0,1,6,8,14.1,5599,2023-03-16T00:00:00,0
2022-23,1627751,Jakob Poeltl,TOR,0022201044,OKC,W,29.0,4,11,0.364,0,0,0.0,8,10,0.8,5,7,4,0,3,16,12,39.4,2471,2023-03-16T00:00:00,1
2022-23,1630598,Aaron Wiggins,OKC,0022201044,TOR,L,8.6,0,1,0.0,0,0,0.0,2,2,1.0,0,3,0,2,0,2,-1,3.6,6312,2023-03-16T00:00:00,0
2022-23,1630567,Scottie Barnes,TOR,0022201044,OKC,W,34.781666666666666,8,15,0.533,0,2,0.0,3,4,0.75,4,4,6,2,0,19,25,38.6,1067,2023-03-16T00:00:00,1
2022-23,202083,Wesley Matthews,MIL,0022201045,IND,L,13.316666666666666,3,5,0.6,2,4,0.5,0,0,0.0,0,1,1,1,3,8,-18,9.7,5761,2023-03-16T00:00:00,1
2022-23,1630591,Jalen Suggs,ORL,0022201046,PHX,L,21.575,1,4,0.25,0,2,0.0,3,6,0.5,2,2,1,1,2,5,-10,10.3,4199,2023-03-16T00:00:00,0
2022-23,202709,Cory Joseph,DET,0022201042,DEN,L,30.683333333333334,3,7,0.429,3,4,0.75,4,5,0.8,0,0,2,3,1,13,-18,13.0,2074,2023-03-16T00:00:00,1
2022-23,1630165,Killian Hayes,DET,0022201042,DEN,L,34.483333333333334,5,12,0.417,0,3,0.0,0,0,0.0,1,0,7,4,4,10,-9,26.7,1131,2023-03-16T00:00:00,1
2022-23,101108,Chris Paul,PHX,0022201046,ORL,W,30.9,7,11,0.636,0,3,0.0,2,2,1.0,1,1,7,2,0,16,-1,32.9,2025,2023-03-16T00:00:00,1
2022-23,203585,Rodney McGruder,DET,0022201042,DEN,L,34.21666666666667,7,15,0.467,6,10,0.6,0,0,0.0,2,6,3,0,2,20,-17,46.1,1180,2023-03-16T00:00:00,1
2022-23,1630846,Olivier Sarr,OKC,0022201044,TOR,L,10.26,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,1,3,0,-2,6.2,6156,2023-03-16T00:00:00,0
2022-23,1627741,Buddy Hield,IND,0022201045,MIL,W,33.9,8,11,0.727,3,5,0.6,1,1,1.0,0,4,6,0,2,20,4,39.8,1263,2023-03-16T00:00:00,0
2022-23,1630198,Isaiah Joe,OKC,0022201044,TOR,L,23.85333333333333,4,9,0.444,3,5,0.6,1,1,1.0,0,1,1,0,2,12,-4,17.7,3691,2023-03-16T00:00:00,0
2022-23,203200,Justin Holiday,DAL,0022201040,SAS,W,12.41,0,1,0.0,0,1,0.0,0,0,0.0,0,1,0,1,0,0,-12,0.2,5898,2023-03-15T00:00:00,0
2022-23,1628368,De'Aaron Fox,SAC,0022201037,CHI,W,32.95333333333333,12,17,0.706,4,6,0.667,4,5,0.8,0,3,1,5,3,32,5,38.1,1506,2023-03-15T00:00:00,0
2022-23,1630528,Josh Christopher,HOU,0022201038,LAL,W,13.216666666666667,5,6,0.833,2,3,0.667,0,0,0.0,0,3,1,1,2,12,3,16.1,5775,2023-03-15T00:00:00,1
2022-23,1629599,Amir Coffey,LAC,0022201041,GSW,W,1.1,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,1,-2,1.0,7188,2023-03-15T00:00:00,1
2022-23,201939,Stephen Curry,GSW,0022201041,LAC,L,38.53333333333333,20,28,0.714,8,14,0.571,2,4,0.5,0,2,6,2,1,50,-11,65.4,339,2023-03-15T00:00:00,0
2022-23,1629603,Mamadi Diakite,CLE,0022201035,PHI,L,9.101666666666667,1,2,0.5,0,0,0.0,0,0,0.0,1,0,0,0,0,2,8,3.2,6261,2023-03-15T00:00:00,1
2022-23,1630702,Jaden Hardy,DAL,0022201040,SAS,W,38.01,5,17,0.294,3,5,0.6,9,10,0.9,2,4,4,2,2,22,23,33.2,430,2023-03-15T00:00:00,0
2022-23,203458,Alex Len,SAC,0022201037,CHI,W,4.636666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,1,0,1,1,0,-5,0.2,6729,2023-03-15T00:00:00,0
2022-23,1630178,Tyrese Maxey,PHI,0022201035,CLE,W,34.95,8,14,0.571,5,7,0.714,2,2,1.0,1,3,3,3,1,23,8,29.3,1032,2023-03-15T00:00:00,0
2022-23,1628379,Luke Kennard,MEM,0022201036,MIA,L,19.716666666666665,4,6,0.667,4,5,0.8,2,2,1.0,0,2,1,0,2,14,-1,20.9,4622,2023-03-15T00:00:00,0
2022-23,200768,Kyle Lowry,MIA,0022201036,MEM,W,20.066666666666666,3,4,0.75,2,3,0.667,0,0,0.0,0,4,4,2,2,8,14,16.8,4534,2023-03-15T00:00:00,1
2022-23,202331,Paul George,LAC,0022201041,GSW,W,40.35,8,21,0.381,4,9,0.444,4,6,0.667,0,2,7,1,5,24,2,38.9,160,2023-03-15T00:00:00,1
2022-23,1629636,Darius Garland,CLE,0022201035,PHI,L,36.13333333333333,6,17,0.353,1,7,0.143,2,2,1.0,0,2,5,4,3,15,-11,20.9,761,2023-03-15T00:00:00,1
2022-23,202691,Klay Thompson,GSW,0022201041,LAC,L,37.233333333333334,6,16,0.375,3,8,0.375,0,0,0.0,0,3,2,1,2,15,0,23.6,538,2023-03-15T00:00:00,0
2022-23,1630224,Jalen Green,HOU,0022201038,LAL,W,37.9,4,13,0.308,2,6,0.333,1,2,0.5,2,4,1,3,3,11,0,19.7,438,2023-03-15T00:00:00,1
2022-23,1629117,Wenyen Gabriel,LAL,0022201038,HOU,L,33.483333333333334,2,5,0.4,0,0,0.0,2,2,1.0,7,7,1,0,5,6,12,30.3,1369,2023-03-15T00:00:00,0
2022-23,203526,Raul Neto,CLE,0022201035,PHI,L,13.4,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0,3,4,5,4.0,5737,2023-03-15T00:00:00,1
2022-23,1631254,Kenneth Lofton Jr.,MEM,0022201036,MIA,L,12.0,4,6,0.667,2,2,1.0,0,0,0.0,1,2,2,1,3,10,9,15.6,5945,2023-03-15T00:00:00,0
2022-23,1629645,Kevin Porter Jr.,HOU,0022201038,LAL,W,39.06666666666667,11,16,0.688,2,5,0.4,3,4,0.75,4,5,6,3,4,27,7,46.8,275,2023-03-15T00:00:00,1
2022-23,203497,Rudy Gobert,MIN,0022201039,BOS,L,28.966666666666665,6,8,0.75,0,0,0.0,3,7,0.429,1,5,1,1,3,15,0,25.7,2481,2023-03-15T00:00:00,1
2022-23,202696,Nikola Vucevic,CHI,0022201037,SAC,L,35.138333333333335,8,22,0.364,0,7,0.0,4,5,0.8,6,8,3,2,4,20,-8,39.3,984,2023-03-15T00:00:00,1
2022-23,203084,Harrison Barnes,SAC,0022201037,CHI,W,35.68333333333333,3,10,0.3,2,6,0.333,9,10,0.9,0,3,1,0,4,17,13,22.1,854,2023-03-15T00:00:00,0
2022-23,201566,Russell Westbrook,LAC,0022201041,GSW,W,27.083333333333332,6,16,0.375,2,5,0.4,1,2,0.5,4,5,7,0,1,15,10,42.3,2930,2023-03-15T00:00:00,1
2022-23,201942,DeMar DeRozan,CHI,0022201037,SAC,L,39.63666666666666,10,20,0.5,4,6,0.667,9,11,0.818,0,3,3,2,2,33,-11,45.1,221,2023-03-15T00:00:00,1
2022-23,201976,Patrick Beverley,CHI,0022201037,SAC,L,29.16,1,7,0.143,1,6,0.167,0,0,0.0,1,10,3,1,6,3,-8,28.7,2435,2023-03-15T00:00:00,1
2022-23,1627863,Danuel House Jr.,PHI,0022201035,CLE,W,4.935,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0.0,6695,2023-03-15T00:00:00,0
2022-23,1628415,Dillon Brooks,MEM,0022201036,MIA,L,26.5,3,7,0.429,1,4,0.25,0,1,0.0,0,2,1,3,3,7,-18,7.9,3077,2023-03-15T00:00:00,0
2022-23,1629130,Duncan Robinson,MIA,0022201036,MEM,W,3.316666666666667,1,3,0.333,0,1,0.0,0,0,0.0,0,1,0,0,0,2,-5,3.2,6907,2023-03-15T00:00:00,1
2022-23,1627826,Ivica Zubac,LAC,0022201041,GSW,W,30.433333333333334,6,8,0.75,0,0,0.0,7,8,0.875,5,11,2,1,2,19,10,43.2,2127,2023-03-15T00:00:00,1
2022-23,1630559,Austin Reaves,LAL,0022201038,HOU,L,26.783333333333335,6,14,0.429,1,7,0.143,11,13,0.846,0,4,7,1,1,24,1,41.3,3005,2023-03-15T00:00:00,0
2022-23,201935,James Harden,PHI,0022201035,CLE,W,40.38333333333333,8,18,0.444,3,9,0.333,9,12,0.75,1,5,12,4,4,28,16,58.2,155,2023-03-15T00:00:00,0
2022-23,1628401,Derrick White,BOS,0022201039,MIN,W,24.533333333333335,3,8,0.375,3,6,0.5,0,0,0.0,0,3,4,0,2,9,11,27.6,3527,2023-03-15T00:00:00,0
2022-23,1626174,Christian Wood,DAL,0022201040,SAS,W,28.34,8,17,0.471,2,4,0.5,10,11,0.909,3,10,3,4,5,28,5,47.1,2630,2023-03-15T00:00:00,0
2022-23,1628369,Jayson Tatum,BOS,0022201039,MIN,W,36.916666666666664,4,16,0.25,0,8,0.0,14,16,0.875,1,11,2,2,5,22,-3,46.4,604,2023-03-15T00:00:00,0
2022-23,1629611,Terance Mann,LAC,0022201041,GSW,W,25.216666666666665,6,10,0.6,1,1,1.0,4,5,0.8,3,1,3,0,0,17,2,26.3,3366,2023-03-15T00:00:00,1
2022-23,1628378,Donovan Mitchell,CLE,0022201035,PHI,L,39.75,9,19,0.474,1,7,0.143,2,3,0.667,1,5,3,1,1,21,-13,40.7,212,2023-03-15T00:00:00,1
2022-23,1628991,Jaren Jackson Jr.,MEM,0022201036,MIA,L,28.166666666666668,10,15,0.667,4,7,0.571,1,3,0.333,3,6,1,1,2,25,-23,45.3,2676,2023-03-15T00:00:00,0
2022-23,1630183,Jaden McDaniels,MIN,0022201039,BOS,L,33.255,5,12,0.417,2,7,0.286,2,2,1.0,1,4,1,1,4,14,-2,23.5,1424,2023-03-15T00:00:00,1
2022-23,202694,Marcus Morris Sr.,LAC,0022201041,GSW,W,14.566666666666666,1,4,0.25,0,0,0.0,0,0,0.0,0,0,2,1,2,2,-1,4.0,5591,2023-03-15T00:00:00,1
2022-23,1628389,Bam Adebayo,MIA,0022201036,MEM,W,33.18333333333333,10,15,0.667,0,0,0.0,6,8,0.75,2,6,3,3,3,26,20,46.1,1451,2023-03-15T00:00:00,1
2022-23,1629675,Naz Reid,MIN,0022201039,BOS,L,19.061666666666667,4,9,0.444,1,3,0.333,6,6,1.0,0,6,1,3,4,15,0,20.7,4788,2023-03-15T00:00:00,1
2022-23,203493,Reggie Bullock Jr.,DAL,0022201040,SAS,W,45.95,6,11,0.545,6,10,0.6,2,2,1.0,0,13,2,0,1,20,11,44.6,24,2023-03-15T00:00:00,0
2022-23,203897,Zach LaVine,CHI,0022201037,SAC,L,35.88,7,22,0.318,2,7,0.286,9,9,1.0,1,4,6,2,0,25,-3,38.0,814,2023-03-15T00:00:00,1
2022-23,1629641,Romeo Langford,SAS,0022201040,DAL,L,20.766666666666666,5,10,0.5,1,1,1.0,6,6,1.0,4,0,0,0,3,17,-11,24.8,4385,2023-03-15T00:00:00,1
2022-23,203110,Draymond Green,GSW,0022201041,LAC,L,35.13333333333333,3,7,0.429,1,1,1.0,1,1,1.0,1,7,5,4,5,8,-5,24.1,985,2023-03-15T00:00:00,0
2022-23,1631099,Keegan Murray,SAC,0022201037,CHI,W,29.60333333333333,2,7,0.286,2,7,0.286,3,4,0.75,1,9,1,3,1,9,4,22.5,2325,2023-03-15T00:00:00,0
2022-23,1630583,Santi Aldama,MEM,0022201036,MIA,L,20.783333333333335,2,8,0.25,0,5,0.0,1,2,0.5,3,1,4,0,0,5,-8,15.8,4377,2023-03-15T00:00:00,0
2022-23,1630573,Sam Hauser,BOS,0022201039,MIN,W,2.2416666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,2,-1.0,7046,2023-03-15T00:00:00,0
2022-23,203471,Dennis Schroder,LAL,0022201038,HOU,L,24.916666666666668,3,10,0.3,0,2,0.0,10,12,0.833,1,1,0,1,1,16,-6,17.4,3438,2023-03-15T00:00:00,0
2022-23,1629639,Tyler Herro,MIA,0022201036,MEM,W,33.55,9,14,0.643,2,6,0.333,4,4,1.0,0,4,6,2,2,24,15,38.8,1354,2023-03-15T00:00:00,1
2022-23,203954,Joel Embiid,PHI,0022201035,CLE,W,38.1,12,19,0.632,2,5,0.4,10,10,1.0,3,15,3,6,5,36,15,68.1,416,2023-03-15T00:00:00,0
2022-23,1626172,Kevon Looney,GSW,0022201041,LAC,L,25.35,3,8,0.375,0,0,0.0,0,0,0.0,5,8,1,1,0,6,-10,25.1,3335,2023-03-15T00:00:00,0
2022-23,202710,Jimmy Butler,MIA,0022201036,MEM,W,27.883333333333333,6,11,0.545,0,0,0.0,11,12,0.917,3,5,6,1,0,23,17,49.6,2735,2023-03-15T00:00:00,1
2022-23,1629622,Max Strus,MIA,0022201036,MEM,W,32.56666666666667,4,11,0.364,2,6,0.333,2,2,1.0,0,2,6,0,1,12,18,23.4,1602,2023-03-15T00:00:00,1
2022-23,1631223,David Roddy,MEM,0022201036,MIA,L,17.85,2,7,0.286,2,5,0.4,2,2,1.0,1,1,1,0,1,8,-22,11.9,5032,2023-03-15T00:00:00,0
2022-23,1627734,Domantas Sabonis,SAC,0022201037,CHI,W,40.163333333333334,6,10,0.6,0,0,0.0,2,3,0.667,3,14,10,3,5,14,10,52.4,175,2023-03-15T00:00:00,0
2022-23,1627759,Jaylen Brown,BOS,0022201039,MIN,W,36.53333333333333,12,24,0.5,5,8,0.625,6,8,0.75,3,7,1,2,2,35,3,49.5,677,2023-03-15T00:00:00,0
2022-23,1626224,Cedi Osman,CLE,0022201035,PHI,L,30.165,4,11,0.364,3,10,0.3,4,4,1.0,2,3,0,1,2,15,-2,20.0,2198,2023-03-15T00:00:00,1
