SEASON_YEAR,PLAYER_ID,PLAYER_NAME,GAME_ID,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,AST,TOV,PF,PTS,PLUS_MINUS,NBA_FANTASY_PTS,MIN_RANK,GAME_DATE,HOME,PLAYER_USG_PCT,TEAM_DEF_RATING,TEAM_PACE,TEAM_ID,MATCHUP_ID
2023-24,1630639,A.J. Lawson,22300919,W,3.2333333333333334,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,-2,2.0,19313,2024-03-09,0,1.0,122.3,113.04,1610612742,1610612765
2023-24,1630639,A.J. Lawson,22300892,L,2.0166666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,1,2.0,19802,2024-03-05,1,1.0,117.4,102.9,1610612742,1610612754
2023-24,1630639,A.J. Lawson,22300844,W,0.6583333333333333,1,1,1.0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,-1,3.2,20276,2024-02-28,0,1.0,123.4,110.72,1610612742,1610612761
2023-24,1630639,A.J. Lawson,22300785,W,5.433333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,2,0,0,0,0,-2,2.4,18491,2024-02-14,1,0.0,111.1,105.0,1610612742,1610612759
2023-24,1630639,A.J. Lawson,22300768,W,0.065,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,20400,2024-02-12,1,0.0,100.5,114.02,1610612742,1610612764
2023-24,1630639,A.J. Lawson,22300748,W,5.733333333333333,2,4,0.5,1,2,0.5,0,0,0.0,1,1,0,0,2,5,0,7.4,18366,2024-02-10,1,0.625,137.1,105.88,1610612742,1610612760
2023-24,1630639,A.J. Lawson,22300736,W,1.2833333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-2,0.0,20052,2024-02-08,0,0.0,128.3,96.98,1610612742,1610612752
2023-24,1630639,A.J. Lawson,22300715,W,4.683333333333334,3,3,1.0,0,0,0.0,0,2,0.0,0,0,0,0,0,6,0,6.0,18772,2024-02-05,0,0.773,119.0,98.46,1610612742,1610612755
2023-24,1630639,A.J. Lawson,22300680,L,15.45,1,5,0.2,0,2,0.0,1,2,0.5,1,1,1,0,2,3,-5,9.9,14731,2024-01-31,0,0.255,91.2,94.82,1610612742,1610612750
2023-24,1630639,A.J. Lawson,22300651,L,3.7516666666666665,1,2,0.5,0,1,0.0,0,0,0.0,0,0,1,1,1,2,-9,2.5,19134,2024-01-27,1,0.5,111.7,102.06,1610612742,1610612758
2023-24,1630639,A.J. Lawson,22300625,L,4.8,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,0,0,3,0,5.7,18715,2024-01-24,1,0.5,108.0,100.3,1610612742,1610612756
2023-24,1630639,A.J. Lawson,22300577,L,4.733333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,6,2.0,18750,2024-01-17,0,1.0,106.9,103.24,1610612742,1610612747
2023-24,1630639,A.J. Lawson,22300556,W,13.616666666666667,1,3,0.333,1,2,0.5,0,0,0.0,1,0,0,0,1,3,-1,7.2,15664,2024-01-15,1,0.5,125.8,100.22,1610612742,1610612740
2023-24,1630639,A.J. Lawson,22300547,L,6.083333333333333,1,3,0.333,0,1,0.0,1,1,1.0,0,1,1,1,0,3,4,4.7,18234,2024-01-13,1,0.436,115.1,93.04,1610612742,1610612740
2023-24,1630639,A.J. Lawson,22300515,L,4.7,1,3,0.333,1,2,0.5,0,0,0.0,1,1,0,0,1,3,-3,5.4,18764,2024-01-09,1,0.5,104.2,99.06,1610612742,1610612763
2023-24,1630639,A.J. Lawson,22300487,W,24.866666666666667,4,8,0.5,1,4,0.25,5,6,0.833,1,4,2,2,5,14,21,27.0,9358,2024-01-05,1,0.658,126.8,110.54,1610612742,1610612757
2023-24,1630639,A.J. Lawson,22300472,W,8.433333333333334,1,4,0.25,1,1,1.0,0,0,0.0,0,0,0,0,1,3,-3,6.0,17512,2024-01-03,1,0.375,117.7,107.86,1610612742,1610612757
2023-24,1630639,A.J. Lawson,22300405,W,4.991666666666666,0,2,0.0,0,2,0.0,0,0,0.0,0,1,0,0,0,0,-1,1.2,18633,2023-12-25,0,0.0,127.7,101.6,1610612742,1610612756
2023-24,1630639,A.J. Lawson,22300398,W,30.58333333333333,7,10,0.7,3,4,0.75,0,0,0.0,3,4,3,1,2,17,16,34.9,5732,2023-12-23,1,0.85,129.4,110.9,1610612742,1610612759
2023-24,1630639,A.J. Lawson,22300385,L,23.33333333333333,3,4,0.75,0,1,0.0,2,2,1.0,0,2,1,3,0,8,2,20.9,10292,2023-12-22,0,0.82,86.9,110.28,1610612742,1610612745
2023-24,1630639,A.J. Lawson,22300372,L,0.53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,20316,2023-12-20,1,0.0,113.4,96.44,1610612742,1610612746
2023-24,1630639,A.J. Lawson,22300356,L,14.833333333333334,2,4,0.5,1,2,0.5,1,2,0.5,1,1,0,1,2,6,-9,7.4,15050,2023-12-18,0,0.615,107.9,96.52,1610612742,1610612743
2023-24,1630639,A.J. Lawson,22300341,W,0.6333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,20294,2023-12-16,0,0.0,121.0,106.46,1610612742,1610612757
2023-24,1630639,A.J. Lawson,22300321,L,1.7666666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,1,2.0,19889,2023-12-14,1,1.0,98.1,103.46,1610612742,1610612750
2023-24,1630639,A.J. Lawson,22300306,W,0.04,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-3,0.0,20406,2023-12-12,1,0.0,132.0,100.08,1610612742,1610612747
2023-24,1630639,A.J. Lawson,22300299,W,13.648333333333332,2,7,0.286,0,4,0.0,0,0,0.0,1,0,1,1,0,4,1,5.7,15647,2023-12-11,0,0.286,118.4,102.7,1610612742,1610612763
2023-24,1630639,A.J. Lawson,22301226,W,6.616666666666666,1,3,0.333,0,2,0.0,0,0,0.0,0,1,0,0,1,2,-4,3.2,18044,2023-12-08,0,0.333,117.2,108.3,1610612742,1610612757
2023-24,1630639,A.J. Lawson,22301213,W,6.65,2,2,1.0,0,0,0.0,0,0,0.0,1,0,0,0,0,4,7,5.2,18034,2023-12-06,1,1.0,138.2,104.64,1610612742,1610612762
2023-24,1630639,A.J. Lawson,22300287,L,18.866666666666667,4,10,0.4,3,7,0.429,1,2,0.5,0,0,2,0,1,12,9,18.0,12872,2023-12-02,1,0.551,116.1,105.04,1610612742,1610612760
2023-24,1630639,A.J. Lawson,22300277,L,4.3,0,1,0.0,0,1,0.0,1,2,0.5,0,1,0,0,0,1,4,2.2,18906,2023-12-01,1,0.266,93.8,98.54,1610612742,1610612763
2023-24,1631260,AJ Green,22300899,L,12.921666666666669,1,6,0.167,0,5,0.0,0,0,0.0,0,1,1,1,0,2,-21,3.7,15963,2024-03-06,0,0.167,86.0,103.34,1610612749,1610612744
2023-24,1631260,AJ Green,22300880,W,22.28333333333333,2,4,0.5,2,4,0.5,0,0,0.0,0,2,3,1,0,6,14,11.9,10897,2024-03-04,1,0.75,118.5,99.66,1610612749,1610612746
2023-24,1631260,AJ Green,22300864,W,8.733333333333333,2,3,0.667,1,2,0.5,2,3,0.667,0,2,1,0,1,7,8,10.9,17433,2024-03-01,0,0.81,117.6,97.06,1610612749,1610612741
2023-24,1631260,AJ Green,22300849,W,5.283333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,1,0,1,1,0,-6,0.2,18546,2024-02-29,0,0.0,117.1,94.8,1610612749,1610612766
2023-24,1631260,AJ Green,22300840,W,12.96,3,5,0.6,2,4,0.5,0,0,0.0,0,1,0,0,0,8,-11,9.2,15953,2024-02-27,1,0.8,128.2,96.2,1610612749,1610612766
2023-24,1631260,AJ Green,22300817,W,3.6,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,3,-4,3.0,19185,2024-02-25,0,1.5,120.3,98.88,1610612749,1610612755
2023-24,1631260,AJ Green,22300790,L,14.083333333333334,2,4,0.5,2,4,0.5,0,0,0.0,0,1,1,1,2,6,0,10.7,15430,2024-02-15,0,0.75,108.1,101.08,1610612749,1610612763
2023-24,1631260,AJ Green,22300773,L,14.95,1,7,0.143,1,6,0.167,1,1,1.0,0,3,0,1,0,4,-1,12.6,14992,2024-02-13,1,0.269,96.2,101.38,1610612749,1610612748
2023-24,1631260,AJ Green,22300767,W,15.416666666666666,3,5,0.6,3,5,0.6,0,0,0.0,0,0,1,0,2,9,7,10.5,14754,2024-02-12,1,0.9,116.8,99.2,1610612749,1610612743
2023-24,1631260,AJ Green,22300745,W,18.33333333333333,1,9,0.111,1,9,0.111,0,0,0.0,1,3,0,0,3,3,-3,10.8,13165,2024-02-09,1,0.167,118.2,100.16,1610612749,1610612766
2023-24,1631260,AJ Green,22300738,L,21.8,9,11,0.818,7,8,0.875,2,2,1.0,0,2,3,1,0,27,-7,32.9,11162,2024-02-08,1,1.136,115.3,90.54,1610612749,1610612750
2023-24,1631260,AJ Green,22300725,L,13.1,0,4,0.0,0,4,0.0,0,0,0.0,0,1,0,0,1,0,-4,1.2,15885,2024-02-06,0,0.0,101.9,104.44,1610612749,1610612756
2023-24,1631260,AJ Green,22300711,L,21.8,3,6,0.5,3,6,0.5,1,1,1.0,0,5,0,0,2,10,3,16.0,11162,2024-02-04,0,0.776,108.0,101.78,1610612749,1610612762
2023-24,1631260,AJ Green,22300702,W,6.466666666666667,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,5,16,5.0,18100,2024-02-03,0,1.25,121.7,105.06,1610612749,1610612742
2023-24,1631260,AJ Green,22300648,W,4.35,1,3,0.333,1,3,0.333,0,0,0.0,0,1,0,1,1,3,-8,3.2,18897,2024-01-27,1,0.5,134.3,105.92,1610612749,1610612740
2023-24,1631260,AJ Green,22300624,W,0.7116666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,20255,2024-01-24,1,0.0,120.8,104.46,1610612749,1610612739
2023-24,1631260,AJ Green,22300572,L,13.283333333333331,1,5,0.2,1,4,0.25,0,0,0.0,1,1,1,0,2,3,2,6.9,15811,2024-01-17,0,0.3,94.6,100.88,1610612749,1610612739
2023-24,1631260,AJ Green,22300552,W,17.5,1,5,0.2,1,4,0.25,2,2,1.0,0,0,0,0,2,5,-4,5.0,13613,2024-01-14,1,0.425,123.2,104.1,1610612749,1610612758
2023-24,1631260,AJ Green,22300528,W,8.566666666666666,3,6,0.5,2,5,0.4,1,1,1.0,0,2,2,0,1,9,1,17.4,17474,2024-01-11,1,0.699,137.7,101.12,1610612749,1610612738
2023-24,1631260,AJ Green,22300510,L,11.063333333333333,3,4,0.75,2,3,0.667,0,0,0.0,1,0,0,0,0,8,-15,9.2,16740,2024-01-08,1,1.0,115.6,100.52,1610612749,1610612762
2023-24,1631260,AJ Green,22300496,L,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,6,0.0,19413,2024-01-06,0,0.0,106.4,100.78,1610612749,1610612745
2023-24,1631260,AJ Green,22300417,W,3.9166666666666665,1,2,0.5,1,2,0.5,0,0,0.0,0,1,0,0,2,3,7,4.2,19061,2023-12-27,0,0.75,142.4,103.44,1610612749,1610612751
2023-24,1631260,AJ Green,22300388,W,0.335,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,20356,2023-12-23,0,0.0,126.1,102.68,1610612749,1610612752
2023-24,1631260,AJ Green,22300361,W,2.15,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,-2,0.0,19764,2023-12-19,1,0.0,120.1,111.58,1610612749,1610612759
2023-24,1631260,AJ Green,22300346,W,0.2966666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-3,0.0,20366,2023-12-17,1,0.0,121.8,101.66,1610612749,1610612745
2023-24,1631260,AJ Green,22300334,W,19.883333333333333,3,6,0.5,3,6,0.5,0,0,0.0,1,0,1,0,5,9,22,11.7,12279,2023-12-16,1,0.75,133.8,107.26,1610612749,1610612765
2023-24,1631260,AJ Green,22300315,W,1.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-9,0.0,20025,2023-12-13,1,0.0,122.7,115.1,1610612749,1610612754
2023-24,1631260,AJ Green,22300300,W,13.616666666666667,4,6,0.667,4,5,0.8,0,0,0.0,0,5,3,0,1,12,0,22.5,15664,2023-12-11,1,1.0,124.0,99.75,1610612749,1610612741
2023-24,1631260,AJ Green,22301229,L,4.216666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-1,0.0,18946,2023-12-07,1,0.0,109.9,108.16,1610612749,1610612754
2023-24,1631260,AJ Green,22301201,W,15.17,3,4,0.75,3,4,0.75,0,0,0.0,0,0,1,0,0,9,8,10.5,14879,2023-12-05,1,1.125,146.9,102.94,1610612749,1610612752
2023-24,1631260,AJ Green,22300286,W,8.633333333333333,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,9,1.2,17459,2023-12-02,1,0.0,127.4,104.92,1610612749,1610612737
2023-24,1631260,AJ Green,22300056,W,2.381666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,-2,0.0,19681,2023-11-28,0,0.0,129.9,101.06,1610612749,1610612748
2023-24,1631260,AJ Green,22300245,W,3.9,0,2,0.0,0,2,0.0,0,0,0.0,1,0,0,0,1,0,-9,1.2,19071,2023-11-26,1,0.0,105.8,105.44,1610612749,1610612757
2023-24,1631260,AJ Green,22300049,W,3.6666666666666665,1,4,0.25,1,4,0.25,0,0,0.0,0,0,0,0,0,3,-2,3.0,19161,2023-11-24,1,0.375,124.1,105.88,1610612749,1610612764
2023-24,1631260,AJ Green,22300219,W,14.516666666666667,1,4,0.25,0,3,0.0,0,0,0.0,0,2,1,0,1,2,-9,5.9,15202,2023-11-20,0,0.25,134.8,104.08,1610612749,1610612764
2023-24,1631260,AJ Green,22300205,W,11.15,3,5,0.6,2,4,0.5,0,0,0.0,0,0,1,0,1,8,7,9.5,16703,2023-11-18,1,0.8,126.0,106.6,1610612749,1610612742
2023-24,1631260,AJ Green,22300027,W,2.6666666666666665,2,3,0.667,2,3,0.667,0,0,0.0,0,1,0,0,0,6,11,7.2,19535,2023-11-17,0,1.0,125.3,103.7,1610612749,1610612766
2023-24,1631260,AJ Green,22300195,W,7.25,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,-20,0.0,17857,2023-11-15,0,0.0,130.3,97.94,1610612749,1610612761
2023-24,1631260,AJ Green,22300173,L,9.483333333333333,1,3,0.333,1,3,0.333,0,0,0.0,0,2,3,0,0,3,5,9.9,17227,2023-11-11,0,0.5,95.1,101.2,1610612749,1610612753
2023-24,1631260,AJ Green,22300116,L,5.516666666666667,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,2,6,4.7,18440,2023-11-01,0,1.0,113.6,98.94,1610612749,1610612761
2023-24,1631260,AJ Green,22300107,W,15.35,0,4,0.0,0,3,0.0,0,0,0.0,0,0,2,0,3,0,8,3.0,14782,2023-10-30,1,0.0,114.9,104.5,1610612749,1610612748
2023-24,1631260,AJ Green,22300097,L,5.616666666666666,2,2,1.0,2,2,1.0,1,1,1.0,0,1,0,0,0,7,10,8.2,18410,2023-10-29,1,1.434,104.0,106.24,1610612749,1610612737
2023-24,1631100,AJ Griffin,22300669,W,1.8666666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,1,1.2,19857,2024-01-30,1,0.0,126.7,108.46,1610612737,1610612747
2023-24,1631100,AJ Griffin,22300626,L,1.9333333333333331,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,-4,0.0,19815,2024-01-24,0,0.0,108.3,101.56,1610612737,1610612744
2023-24,1631100,AJ Griffin,22300595,L,3.25,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,2,3,2.0,19310,2024-01-20,1,0.5,95.4,100.82,1610612737,1610612739
2023-24,1631100,AJ Griffin,22300543,L,4.783333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,1,0,0,0,0,1,1.2,18729,2024-01-13,1,0.0,92.1,107.98,1610612737,1610612764
2023-24,1631100,AJ Griffin,22300533,L,3.7,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,2,2,5.0,19149,2024-01-12,1,0.5,105.8,101.7,1610612737,1610612754
2023-24,1631100,AJ Griffin,22300480,L,7.033333333333333,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,2,0,3,-2,1.0,17921,2024-01-05,0,0.5,109.2,106.96,1610612737,1610612754
2023-24,1631100,AJ Griffin,22300296,L,9.033333333333331,0,1,0.0,0,1,0.0,0,0,0.0,0,2,1,0,1,0,1,3.9,17352,2023-12-11,1,0.0,120.9,101.84,1610612737,1610612743
2023-24,1631100,AJ Griffin,22300055,L,15.333333333333334,0,8,0.0,0,4,0.0,0,0,0.0,1,0,0,0,1,0,-2,1.2,14797,2023-11-28,0,0.0,96.7,107.02,1610612737,1610612739
2023-24,1631100,AJ Griffin,22300246,L,12.425,0,5,0.0,0,3,0.0,0,0,0.0,0,4,1,0,0,0,7,6.3,16169,2023-11-26,0,0.0,101.6,100.08,1610612737,1610612738
2023-24,1631100,AJ Griffin,22300241,W,6.166666666666667,2,3,0.667,2,3,0.667,0,0,0.0,0,0,0,0,0,6,-4,6.0,18203,2023-11-25,0,1.0,131.0,104.54,1610612737,1610612764
2023-24,1631100,AJ Griffin,22300227,W,3.276666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,10,0.0,19305,2023-11-22,1,0.0,121.7,107.92,1610612737,1610612751
2023-24,1631100,AJ Griffin,22300018,W,8.216666666666667,1,3,0.333,1,3,0.333,2,2,1.0,0,0,0,0,2,5,1,5.0,17586,2023-11-14,0,0.644,123.0,102.78,1610612737,1610612765
2023-24,1631100,AJ Griffin,22300172,W,10.245,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,2,1,2,-11,0.0,17001,2023-11-09,0,0.5,110.9,107.3,1610612737,1610612753
2023-24,1631100,AJ Griffin,22300117,W,11.7,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,-14,0.0,16492,2023-11-01,1,0.0,115.0,112.62,1610612737,1610612764
2023-24,1631100,AJ Griffin,22300104,W,6.2,1,1,1.0,1,1,1.0,0,0,0.0,0,0,1,0,0,3,-8,4.5,18191,2023-10-30,1,1.5,125.8,100.76,1610612737,1610612750
2023-24,1631100,AJ Griffin,22300097,W,9.5,2,3,0.667,2,2,1.0,0,0,0.0,1,0,1,1,0,6,-7,10.7,17222,2023-10-29,0,1.0,119.0,106.24,1610612737,1610612749
2023-24,1631100,AJ Griffin,22300079,L,8.216666666666667,2,4,0.5,2,4,0.5,0,0,0.0,0,2,0,0,0,6,-4,8.4,17586,2023-10-27,1,0.75,114.1,105.76,1610612737,1610612752
2023-24,1631100,AJ Griffin,22300063,L,9.6,1,2,0.5,0,1,0.0,0,0,0.0,0,2,0,1,1,2,2,3.4,17204,2023-10-25,0,0.5,102.3,105.98,1610612737,1610612766
2023-24,203932,Aaron Gordon,22300922,W,20.35,3,3,1.0,0,0,0.0,1,1,1.0,0,2,7,3,4,7,19,22.9,12010,2024-03-09,1,1.017,143.4,102.52,1610612743,1610612762
2023-24,203932,Aaron Gordon,22300906,W,34.02166666666667,8,15,0.533,0,2,0.0,0,0,0.0,3,6,1,0,2,16,-6,31.3,3521,2024-03-07,1,0.533,115.4,100.34,1610612743,1610612738
2023-24,203932,Aaron Gordon,22300893,L,34.15,3,10,0.3,1,3,0.333,0,1,0.0,1,2,3,1,2,7,-22,14.1,3429,2024-03-05,1,0.335,99.9,95.93,1610612743,1610612756
2023-24,203932,Aaron Gordon,22300869,W,34.685,8,16,0.5,1,4,0.25,1,1,1.0,5,4,5,1,2,18,10,38.3,3098,2024-03-02,0,0.547,131.8,94.46,1610612743,1610612747
2023-24,203932,Aaron Gordon,22300855,W,37.266666666666666,5,8,0.625,0,0,0.0,6,6,1.0,2,7,3,4,2,16,-2,39.3,1534,2024-02-29,1,0.752,103.8,99.4,1610612743,1610612748
2023-24,203932,Aaron Gordon,22300847,W,24.4,7,8,0.875,0,1,0.0,3,4,0.75,1,5,6,0,0,17,40,33.2,9656,2024-02-28,1,0.871,114.9,100.78,1610612743,1610612758
2023-24,203932,Aaron Gordon,22300824,W,32.666666666666664,7,10,0.7,0,3,0.0,3,5,0.6,2,4,2,2,4,17,21,37.2,4384,2024-02-25,0,0.697,122.1,98.6,1610612743,1610612744
2023-24,203932,Aaron Gordon,22300812,W,27.683333333333334,4,5,0.8,0,1,0.0,0,2,0.0,0,2,7,3,1,8,23,26.9,7607,2024-02-23,0,0.68,131.4,98.8,1610612743,1610612757
2023-24,203932,Aaron Gordon,22300800,W,21.48333333333333,7,12,0.583,0,2,0.0,3,3,1.0,0,2,4,3,4,17,20,25.4,11351,2024-02-22,1,0.638,117.5,112.36,1610612743,1610612764
2023-24,203932,Aaron Gordon,22300786,L,33.3,8,15,0.533,1,2,0.5,8,8,1.0,3,12,2,4,0,25,1,42.0,3964,2024-02-14,1,0.675,99.3,100.52,1610612743,1610612758
2023-24,203932,Aaron Gordon,22300767,L,28.46333333333333,6,11,0.545,2,4,0.5,0,0,0.0,1,6,2,1,2,14,1,33.4,7096,2024-02-12,0,0.636,92.7,99.2,1610612743,1610612749
2023-24,203932,Aaron Gordon,22300746,L,26.99833333333333,5,8,0.625,1,2,0.5,3,6,0.5,2,1,2,2,0,14,-28,21.6,8030,2024-02-09,0,0.658,99.7,105.62,1610612743,1610612758
2023-24,203932,Aaron Gordon,22300740,W,31.918333333333333,5,8,0.625,0,2,0.0,1,2,0.5,0,4,3,1,1,11,18,28.3,4868,2024-02-08,0,0.619,113.9,97.88,1610612743,1610612747
2023-24,203932,Aaron Gordon,22300712,W,29.53333333333333,4,8,0.5,0,1,0.0,4,4,1.0,3,4,2,0,3,12,-2,23.4,6420,2024-02-04,1,0.615,125.3,89.48,1610612743,1610612757
2023-24,203932,Aaron Gordon,22300697,W,27.683333333333334,7,9,0.778,1,1,1.0,3,3,1.0,2,2,5,3,4,18,20,27.3,7607,2024-02-02,1,0.872,127.0,92.34,1610612743,1610612757
2023-24,203932,Aaron Gordon,22300682,L,39.23333333333333,7,16,0.438,1,3,0.333,1,6,0.167,4,9,7,1,2,16,7,56.1,681,2024-01-31,0,0.429,102.0,97.02,1610612743,1610612760
2023-24,203932,Aaron Gordon,22300667,W,25.351666666666667,2,6,0.333,1,2,0.5,3,4,0.75,2,4,2,2,6,8,-9,19.2,9057,2024-01-29,1,0.515,112.4,100.78,1610612743,1610612749
2023-24,203932,Aaron Gordon,22300644,W,31.066666666666663,6,8,0.75,2,3,0.667,4,6,0.667,2,2,2,1,1,18,6,27.8,5420,2024-01-27,1,0.846,118.4,93.38,1610612743,1610612755
2023-24,203932,Aaron Gordon,22300631,L,29.516666666666666,5,10,0.5,0,1,0.0,2,2,1.0,1,4,2,1,2,12,-28,23.0,6428,2024-01-25,0,0.551,87.8,93.76,1610612743,1610612752
2023-24,203932,Aaron Gordon,22300614,W,32.266666666666666,3,5,0.6,0,1,0.0,3,3,1.0,0,1,1,0,3,9,5,17.7,4621,2024-01-23,0,0.712,118.2,97.86,1610612743,1610612754
2023-24,203932,Aaron Gordon,22300602,W,31.05,4,10,0.4,0,0,0.0,3,7,0.429,3,7,2,1,0,11,12,37.0,5432,2024-01-21,0,0.42,111.5,101.5,1610612743,1610612764
2023-24,203932,Aaron Gordon,22300586,W,41.56666666666667,0,6,0.0,0,3,0.0,2,3,0.667,2,8,3,1,3,2,1,20.5,221,2024-01-19,0,0.137,116.3,86.94,1610612743,1610612738
2023-24,203932,Aaron Gordon,22300566,L,38.501666666666665,7,11,0.636,0,1,0.0,2,6,0.333,3,3,4,2,5,16,0,27.2,968,2024-01-16,0,0.587,127.4,94.48,1610612743,1610612755
2023-24,203932,Aaron Gordon,22300550,W,37.21666666666667,7,10,0.7,0,1,0.0,6,8,0.75,1,9,3,2,0,20,17,34.5,1561,2024-01-14,1,0.74,118.0,99.9,1610612743,1610612754
2023-24,203932,Aaron Gordon,22300539,W,30.98333333333333,7,12,0.583,0,2,0.0,1,3,0.333,3,2,2,2,2,15,9,22.0,5463,2024-01-12,1,0.563,120.7,101.64,1610612743,1610612740
2023-24,203932,Aaron Gordon,22300524,L,28.55,5,6,0.833,2,2,1.0,0,0,0.0,2,3,4,2,4,12,-20,25.0,7035,2024-01-10,0,1.0,109.6,102.22,1610612743,1610612762
2023-24,203932,Aaron Gordon,22300502,W,20.35,3,4,0.75,0,0,0.0,2,2,1.0,1,0,1,0,0,8,10,13.7,12010,2024-01-07,1,0.82,128.9,101.42,1610612743,1610612765
2023-24,203932,Aaron Gordon,22300488,L,36.23333333333333,5,8,0.625,2,4,0.5,4,5,0.8,3,5,3,1,4,16,-4,29.1,2117,2024-01-05,1,0.784,111.8,104.16,1610612743,1610612753
2023-24,203932,Aaron Gordon,22300478,W,35.195,11,17,0.647,2,4,0.5,6,7,0.857,5,4,2,0,2,30,6,46.8,2779,2024-01-04,0,0.747,135.8,96.9,1610612743,1610612744
2023-24,203932,Aaron Gordon,22300455,W,24.633333333333333,4,5,0.8,1,1,1.0,1,2,0.5,1,1,0,0,0,10,29,18.4,9509,2024-01-01,1,0.85,113.4,98.48,1610612743,1610612766
2023-24,203932,Aaron Gordon,22300402,W,31.605,7,10,0.7,1,4,0.25,1,4,0.25,4,6,3,2,2,16,13,33.5,5074,2023-12-25,1,0.68,119.9,100.6,1610612743,1610612744
2023-24,203932,Aaron Gordon,22300390,W,31.83333333333333,5,11,0.455,0,0,0.0,4,5,0.8,2,0,1,2,1,14,12,21.9,4913,2023-12-23,0,0.53,100.8,102.14,1610612743,1610612766
2023-24,203932,Aaron Gordon,22300383,W,32.13333333333333,5,6,0.833,0,0,0.0,8,9,0.889,2,3,2,1,1,18,19,29.0,4722,2023-12-22,0,0.904,127.1,96.72,1610612743,1610612751
2023-24,203932,Aaron Gordon,22300369,W,30.183333333333334,6,9,0.667,0,1,0.0,0,0,0.0,3,2,2,1,1,12,14,20.0,5978,2023-12-20,0,0.667,118.8,95.9,1610612743,1610612761
2023-24,203932,Aaron Gordon,22300356,W,24.25,7,9,0.778,2,3,0.667,5,6,0.833,1,4,5,0,1,21,18,37.5,9748,2023-12-18,1,0.902,134.5,96.52,1610612743,1610612742
2023-24,203932,Aaron Gordon,22300340,L,32.85,5,10,0.5,0,0,0.0,6,7,0.857,6,3,5,0,2,16,-7,40.3,4262,2023-12-16,1,0.612,121.2,97.88,1610612743,1610612760
2023-24,203932,Aaron Gordon,22300322,W,23.866666666666667,6,9,0.667,0,1,0.0,1,1,1.0,0,3,2,2,0,13,16,23.6,9977,2023-12-14,1,0.689,117.8,103.52,1610612743,1610612751
2023-24,203932,Aaron Gordon,22300307,W,32.333333333333336,6,13,0.462,1,2,0.5,1,2,0.5,5,2,6,0,1,14,8,31.4,4585,2023-12-12,0,0.504,122.5,96.1,1610612743,1610612741
2023-24,203932,Aaron Gordon,22300296,W,28.551666666666662,7,10,0.7,0,0,0.0,4,5,0.8,7,5,1,2,2,18,9,31.9,7034,2023-12-11,0,0.738,125.5,101.84,1610612743,1610612737
2023-24,203932,Aaron Gordon,22301224,L,22.4,1,5,0.2,0,2,0.0,1,5,0.2,1,5,3,1,1,3,-12,13.7,10818,2023-12-08,1,0.208,106.1,99.68,1610612743,1610612745
